Station;Station alias;Date established;Date closed;Declared reporting status;Calculated reporting status;Station type;WIGOS Station Identifier(s);WMO Region;Country;Latitude;Longitude;Elevation;Geopositioning method;Time zone;Supervising organization;Station URL;Other link (URL);Site description;Climate zone;Predominant surface cover;Surface roughness;Topography or bathymetry;Population in 10km/50km;Programs/Network affiliation
ALICE SPRINGS AIRPORT;;1879-01-01;;Operational;Operational;Land (fixed);0-20000-0-94326|primary;South-West Pacific;Australia;-23.795;133.8888888889;545.3;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;METAR;OBS. RW ON/LES 1,5;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GRUAN:Planned, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
BRISBANE AERO;;;;Operational;Operational;Land (fixed);0-20000-0-94578|primary;South-West Pacific;Australia;-27.3916666667;153.1291666667;4;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;METAR;OZONE;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ozone observations; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
BROOME AIRPORT;;1894-01-01;;Operational;Operational;Land (fixed);0-20000-0-94203|primary;South-West Pacific;Australia;-17.9475;122.2352777778;17.4;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;GUAN;METAR;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
CHARLEVILLE AERO;;1907-01-01;;Operational;Operational;Land (fixed);0-20000-0-94510|primary;South-West Pacific;Australia;-26.4138888889;146.2558333333;305.7;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;GUAN;METAR;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
COBAR MO;;;;Operational;Operational;Land (fixed);0-20000-0-94711|primary;South-West Pacific;Australia;-31.4838888889;145.8294444444;260;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);EVAP;GSN;OBS. RW ON/LES 1,3;RBCN;RBSN(ST);SOILTEMP;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
DARWIN AIRPORT;;1882-01-01;;Operational;Operational;Land (fixed);0-20000-0-94120|primary;South-West Pacific;Australia;-12.4238888889;130.8925;31.4;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);CTBTO;EVAP;GSN;GUAN;LIT;METAR;OZONE;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Ozone observations; Radiation measurements; Radar storm and meteorological phenomena de";;;;;;CLIMAT(C):Operational, CTBTO:Operational, GOS:Operational, GRUAN:Planned, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
ESPERANCE;;1883-01-01;;Operational;Operational;Land (fixed);0-20000-0-94638|primary;South-West Pacific;Australia;-33.83;121.8925;25;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);EVAP;GSN;OBS. RW ON/LES 2,4,5,6;RBCN;RBSN(ST);RSD;SOILTEMP;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
GERALDTON AIRPORT;;1880-01-01;;Operational;Operational;Land (fixed);0-20000-0-94403|primary;South-West Pacific;Australia;-28.8044444444;114.6988888889;36.9;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;LIT;METAR;OBS. RW ON/LES 1,3,5,6;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
GILES METEOROLOGICAL OFFICE;;1956-01-01;;Operational;Operational;Land (fixed);0-20000-0-94461|primary;South-West Pacific;Australia;-25.0341666667;128.3011111111;580;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;GUAN;M/B;METAR;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
GOVE AIRPORT;;1944-01-01;;Operational;Operational;Land (fixed);0-20000-0-94150|primary;South-West Pacific;Australia;-12.2741666667;136.8202777778;62.5;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;LIT;METAR;OBS. RW ON/LES 1,2,4,6;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
HOBART AIRPORT;;1841-01-01;;Operational;Operational;Land (fixed);0-20000-0-94975|primary;South-West Pacific;Australia;-42.8338888889;147.5033333333;4;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;C;CLIMAT(C);EVAP;GUAN;METAR;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
KALGOORLIE-BOULDER AIRPORT;;1897-01-01;;Operational;Operational;Land (fixed);0-20000-0-94637|primary;South-West Pacific;Australia;-30.7847222222;121.4533333333;366.7;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;OBS. RW ON/LES 1,3,4,6;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
LEARMONTH AIRPORT;;1945-01-01;;Operational;Operational;Land (fixed);0-20000-0-94302|primary;South-West Pacific;Australia;-22.2405555556;114.0966666667;6;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;GUAN;METAR;RAD;RBCN;RBSN(ST);SOILTEMP;SPECI;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
LORD HOWE ISLAND AERO;;;;Operational;Operational;Land (fixed);0-20000-0-94995|primary;South-West Pacific;Australia;-31.5422222222;159.0786111111;5.2;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;C;CLIMAT(C);GSN;GUAN;METAR;RBCN;RBSN(ST);SPECI;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
MACQUARIE ISLAND;;1948-01-01;;Operational;Operational;Land (fixed);0-20000-0-94998|primary;South-West Pacific;Australia;-54.4994444444;158.9369444444;6;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: ANTON;ANTON(T);AUT;C;CLIMAT(C);GSN;GUAN;NLC;OZONE;RAD;RBCN;RBSN(ST);SOILTEMP;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Noctilucent cloud; Ozone observations; Radiation measurements.";;;;;;ANTON:Operational, ANTON(T):Operational, CLIMAT(C):Operational, CTBTO:Operational, GOS:Operational, GRUAN:Planned, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
MEEKATHARRA AIRPORT;;1898-01-01;;Operational;Operational;Land (fixed);0-20000-0-94430|primary;South-West Pacific;Australia;-26.6136111111;118.5372222222;522.1;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;LIT;METAR;OBS. RW ON/LES 2,3,4,5;RBCN;RBSN(ST);SOILTEMP;SPECI;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
MELBOURNE AIRPORT;;1855-01-01;;Operational;Operational;Land (fixed);0-20000-0-94866|primary;South-West Pacific;Australia;-37.6655555556;144.8322222222;132.3;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);CTBTO;EVAP;LIT;METAR;OZONE;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Ozone observations; Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GRUAN:Planned, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
MOREE AERO;;1995-01-01;;Operational;Operational;Land (fixed);0-20000-0-95527|primary;South-West Pacific;Australia;-29.4897222222;149.8472222222;213.7;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;METAR;OBS. RW ON/LES 2,4;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
MOUNT GAMBIER AERO;;;;Operational;Operational;Land (fixed);0-20000-0-94821|primary;South-West Pacific;Australia;-37.7472222222;140.7738888889;64.6;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;METAR;OBS. RW ON/LES 1,3,4,6;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
